연번,시설번호,수리형식,시도명,시군구명,시군구코드,도로명주소,지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,소방서전화번호,표지설치여부,설치주체,적색노면표시,비고
5897,음성-생극-지상-38호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단1길 74,충청북도 음성군 생극면 신양리 898,37.043945673675,127.61742155783,생극산단1길 74와 80 사이(80앞 삼거리부근),감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5898,음성-생극-지상-37호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단1길 59,충청북도 음성군 생극면 신양리 897,37.04355882079,127.61643907735,㈜팜아그로텍 정문 옆,감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5899,음성-생극-지상-32호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 131,충청북도 음성군 생극면 신양리 917,37.042340441897,127.61638004869,"㈜성호폴리텍메서 신일산업 방향, 성호폴리텍 재료하차장과 신일산업의 중간 건너편",감곡119안전센터,Y,Y,1900,1.0,3.3,100,음성소방서,043-880-0212,,,,
5900,음성-생극-지상-11호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 오신로342번길 83,충청북도 음성군 생극면 생리 583-4,37.030370548135,127.63166355899,생극면 생2리 하생마을 공동우물 옆,감곡119안전센터,N,Y,2012,1.0,5.4,100,음성소방서,043-880-0212,,,,
5901,음성-생극-지상-25호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 72,충청북도 음성군 생극면 신양리 912,37.039054546662,127.61319643523,(주)엠에스(MS)로드 정문 옆,감곡119안전센터,N,Y,1900,1.0,3.6,100,음성소방서,043-880-0212,,,,
5902,음성-생극-지상-35호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단1길 98,충청북도 음성군 생극면 신양리 922,37.04374311,127.6193851,생극산단 1길 98 ㈜유림에프엔비 정문 옆,감곡119안전센터,Y,Y,1900,1.0,3.6,100,음성소방서,043-880-0212,,,,
5903,음성-생극-지상-36호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단1길 74,충청북도 음성군 생극면 신양리 901,37.044017826607,127.61827363157,생극산단길 88 ㈜한컴엔비즈 앞 삼거리,감곡119안전센터,Y,Y,1900,1.0,4.2,100,음성소방서,043-880-0212,,,,
5904,음성-생극-지상-18호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 47,충청북도 음성군 생극면 신양리 908,37.040734967495,127.61189904938,생극산단길 52 앞 ㈜DCS공장 정문 길건너,감곡119안전센터,Y,Y,1900,1.0,4.2,100,음성소방서,043-880-0212,,,,
5905,음성-생극-지상-17호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 31,충청북도 음성군 생극면 신양리 942,37.04136311,127.6113971,생극산단길 44 ㈜세경 앞 삼거리,감곡119안전센터,Y,Y,1900,1.0,3.6,100,음성소방서,043-880-0212,,,,
5906,음성-생극-지상-20호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 27,충청북도 음성군 생극면 신양리 932,37.043006751112,127.61059088714,생극면 생극산단길 27 세븐일레븐 옆 30m 지점,감곡119안전센터,Y,Y,1900,1.0,4.5,100,음성소방서,043-880-0212,,,,
5907,음성-생극-지상-16호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 29,충청북도 음성군 생극면 신양리 942,37.04216411,127.6109471,"차림 한식 뷔페 앞, 세븐일레븐 앞 ",감곡119안전센터,Y,Y,1900,1.0,3.8,100,음성소방서,043-880-0212,,,,
5908,음성-감곡-지상-18호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 오갑길192번길 21-11,충청북도 음성군 감곡면 문촌리 1198,37.122750735474,127.69612029198,니트단지내 래오캐미컬 아랫길,감곡119안전센터,Y,Y,2019,1.0,3.5,100,음성소방서,043-880-0212,,,,
5909,음성-감곡-지상-19호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 오갑길192번길 27,충청북도 음성군 감곡면 문촌리 1198,37.122407390733,127.6970482771,니트단지내 래오캐미컬 윗길,감곡119안전센터,Y,Y,2019,1.0,5,100,음성소방서,043-880-0212,,,,
5910,음성-감곡-지상-34호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 감노로 516 구 마을회관 앞,충청북도 음성군 감곡면 월정리 510-3,37.05862911,127.6682731,월정리 마을회관 앞,감곡119안전센터,Y,Y,1900,1.0,5,100,음성소방서,043-880-0212,,,,
5911,음성-생극-지상-41호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단 1길 35 ㈜대성산업 정문 옆,충청북도 음성군 생극면 신양리 894,37.04271711,127.6144711,생극산단 1길 35 ㈜대성산업 정문 옆,감곡119안전센터,Y,Y,1900,1.0,3.8,100,음성소방서,043-880-0212,,,,
5912,음성-감곡-지상-21호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 가곡로 328,충청북도 음성군 감곡면 오궁리 9-1,37.11278211,127.6770561,감곡면 오궁리 오갑초등학교 앞,감곡119안전센터,Y,Y,2005,1.0,2.7,100,음성소방서,043-880-0212,,,,
5913,음성-감곡-지상-2호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로 198번길 12,충청북도 음성군 감곡면 오향리 520-15,37.1162061,127.6426058,감곡면 오향1리회관 앞,감곡119안전센터,Y,Y,1900,1.0,3,100,음성소방서,043-880-0212,,,,
5914,음성-감곡-지상-3호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로 193,충청북도 음성군 감곡면 오향리 514-7,37.11739211,127.6433511,감곡면 오향리 버스터미널 옆,감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5915,음성-감곡-지상-24호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 가곡로 18,충청북도 음성군 감곡면 오향리 484-3,37.11712311,127.6452191,감곡면 오향리 KT기지국 앞,감곡119안전센터,Y,Y,1900,1.0,3.8,100,음성소방서,043-880-0212,,,,
5916,음성-감곡-지상-27호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 음성로 2652 ,충청북도 음성군 감곡면 오향리 549-11,37.11202611,127.6440621,감곡면 오향리 감곡119안전센터 앞,감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5917,음성-감곡-지상-28호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 음성로 2652,충청북도 음성군 감곡면 오향리 549-11,37.11202611,127.6440621,감곡면 오향리 감곡안전센터 차고 안,감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5918,음성-감곡-지상-29호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로 218번길 16,충청북도 음성군 감곡면 오향리 826,37.11541311,127.6414611,신재성씨 집 옆 삼거리,감곡119안전센터,Y,Y,2007,1.0,3.3,100,음성소방서,043-880-0212,,,,
5919,음성-감곡-지상-31호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 거일길 102 ,충청북도 음성군 감곡면 오향리 12-1,37.11187411,127.6536871,오향2리마을회관,감곡119안전센터,N,Y,1900,1.0,3.3,100,음성소방서,043-880-0212,,,,
5920,음성-감곡-지상-39호(공),지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 감문길 10,충청북도 음성군 감곡면 오향리 1115,37.10810211,127.6464771,(손가네 연탄구이 인근,감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5921,음성-감곡-지상-42호(공),지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 감문길 22,충청북도 음성군 감곡면 오향리 1136,37.10690511,127.6454871,감곡면 감문길 22 주택 앞,감곡119안전센터,N,Y,1900,1.0,3.2,100,음성소방서,043-880-0212,,,,
5922,음성-생극-지상-40호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단 1길 27 ㈜삼진내츄럴 정문 옆,충청북도 음성군 생극면 신양리 893,37.04252011,127.6138874,생극산단 1길 27 ㈜삼진내츄럴 정문 옆,감곡119안전센터,Y,Y,1900,1.0,4.2,100,음성소방서,043-880-0212,,,,
5923,음성-생극-지상-44호,지상식,충청북도,음성군,43770,도로명주소 없음,충청북도 음성군 생극면 임곡리 643-24,37.06443231,127.5859431,유일농장,감곡119안전센터,Y,Y,2023,1.0,4,100,음성소방서,043-880-0212,,,,
5924,음성-감곡-지상-23호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 대학길 232,충청북도 음성군 감곡면 단평리 168,37.14246811,127.6429921,감곡면 단평2리 회관 앞,감곡119안전센터,Y,Y,2016,1.0,3,100,음성소방서,043-880-0212,,,,
5925,음성-감곡-지상-37호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 단양군이길92-3,충청북도 음성군 감곡면 단평리 625,37.14955111,127.6366481,단평리 단양군이길 버스정류장 맞으편,감곡119안전센터,Y,Y,1900,1.0,4.2,100,음성소방서,043-880-0212,,,,
5926,음성-생극-지상-39호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 131,충청북도 음성군 생극면 신양리 903,37.04298711,127.6158951,생극면 생극산단길 131  ㈜신일산업 정문 길건너,감곡119안전센터,Y,Y,1900,1.0,3.5,100,음성소방서,043-880-0212,,,,
5927,음성-생극-지상-34호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단 1길 80 ㈜한컴엔비즈 정문 앞 ,충청북도 음성군 생극면 신양리 901,37.04420911,127.6183711,생극산단 1길  80 ㈜한컴엔비즈 정문 앞,감곡119안전센터,Y,Y,1900,1.0,4.2,100,음성소방서,043-880-0212,,,,
5928,음성-생극-지상-33호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단 1길 45 ,충청북도 음성군 생극면 신양리 895-1,37.04308411,127.6154481,㈜한성그린팩토리 정문 옆,감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5929,음성-생극-지상-30호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단길 119,충청북도 음성군 생극면 신양리 904,37.04152211,127.6167681,음성군 생극면 생극산단길 119 ㈜성호폴리텍 원료하차장 정문,감곡119안전센터,Y,Y,1900,1.0,3.5,100,음성소방서,043-880-0212,,,,
5930,음성-생극-지상-12호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생삼로70번길 28 ,충청북도 음성군 생극면 병암리 699-1,37.02200511,127.5921641,생극면 김종분댁 앞,감곡119안전센터,N,Y,2000,1.0,5,100,음성소방서,043-880-0212,,,,
5931,음성-생극-지상-43호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생삼로104번길,충청북도 음성군 생극면 병암리 261-6,37.02918081,127.5958911,청운농장 입구,감곡119안전센터,Y,Y,2023,1.0,3.8,100,음성소방서,043-880-0212,,,,
5932,음성-생극-지상-28호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 생극산단 1길 17 ㈜백관산업 정문 옆,충청북도 음성군 생극면 신양리 892,37.04207211,127.6127851,생극산단 1길 17 ㈜백관산업 정문 옆,감곡119안전센터,Y,Y,1900,1.0,3.8,100,음성소방서,043-880-0212,,,,
5933,음성-감곡-지상-5호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로126번길 13-7,충청북도 음성군 감곡면 왕장리 453-19,37.11754611,127.6385041,감곡면 왕장리 진로마트 앞,감곡119안전센터,Y,Y,1900,1.0,3.8,100,음성소방서,043-880-0212,,,,
5934,음성-감곡-지상-6호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로132번길 3,충청북도 음성군 감곡면 왕장리 454-6,37.11885111,127.6375851,세븐일레븐 감곡도곡점앞,감곡119안전센터,Y,Y,2019,1.0,3.8,100,음성소방서,043-880-0212,,,,
5935,음성-감곡-지상-7호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로 123 ,충청북도 음성군 감곡면 왕장리 438-9,37.11888211,127.6361421,온누리 성진약국앞,감곡119안전센터,Y,Y,2019,1.0,3,100,음성소방서,043-880-0212,,,,
5936,음성-감곡-지상-20호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 장감로 149번길 151,충청북도 음성군 감곡면 왕장리 522-2,37.11904711,127.6391981,시골해장국 앞,감곡119안전센터,Y,Y,2019,1.0,3.8,100,음성소방서,043-880-0212,,,,
5937,음성-감곡-지상-25호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 대학길 80,충청북도 음성군 감곡면 왕장리 312-7,37.12911111,127.6398351,감곡면 왕장5리 마을회관 옆,감곡119안전센터,Y,Y,2007,1.0,3.6,100,음성소방서,043-880-0212,,,,
5938,음성-생극-지상-14호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 오신로 454 ,충청북도 음성군 생극면 신양리 75-5,37.02939411,127.6214081,생극면 극동산전 앞,감곡119안전센터,Y,Y,2017,1.0,7,65,음성소방서,043-880-0212,,,,
5939,음성-생극-지상-4호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 음성로 1641-12,충청북도 음성군 생극면 신양리 438-3,37.03281611,127.6064971,생극면 신양리 438-3 신양방앗간 앞,감곡119안전센터,N,Y,2018,1.0,3.6,100,음성소방서,043-880-0212,,,,
5940,음성-생극-지상-3호,지상식,충청북도,음성군,43770,충청북도 음성군 음성로 1634,충청북도 음성군 생극면 신양리 377-21,37.03349311,127.6076781,생극면 신양리 377-21 생극장묘 앞,감곡119안전센터,Y,Y,1900,1.0,3.5,100,음성소방서,043-880-0212,,,,
5941,음성-생극-지상-2호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 음성로 1675 ,충청북도 음성군 생극면 신양리 491-13,37.03614411,127.6048741,생극 신협앞,감곡119안전센터,Y,Y,1900,1.0,3.5,100,음성소방서,043-880-0212,,,,
5942,음성-생극-지상-15호,지상식,충청북도,음성군,43770,충청북도 음성군 차생로700번길 15,충청북도 음성군 생극면 차평리 144-20,37.05179311,127.6147591, 차평1리 마을회관 앞 ,감곡119안전센터,Y,Y,1900,1.0,5,100,음성소방서,043-880-0212,,,,
5943,음성-생극-지상-1호(공),지상식,충청북도,음성군,43770,충청북도 음성군 생극면 음성로 1644,충청북도 음성군 생극면 신양리 444-4,37.03430311,127.6066731,생극전담대 옆,감곡119안전센터,Y,Y,1997,1.0,3.7,100,음성소방서,043-880-0212,,,,
5944,음성-생극-지상-13호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 음성로 1907,충청북도 음성군 생극면 차평리 593-2,37.05573211,127.6021921,생극면 차평2리 삼한주유소 앞,감곡119안전센터,Y,Y,1900,1.0,3.2,100,음성소방서,043-880-0212,,,,
5945,음성-감곡-지상-16호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 오갑길192번길 30-36,충청북도 음성군 감곡면 문촌리 1190,37.12076811,127.6975371,니트단지내 세신산업 입구,감곡119안전센터,N,Y,2019,1.0,3,100,음성소방서,043-880-0212,,,,
5946,음성-감곡-지상-14호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 오갑길192번길 30-27 ,충청북도 음성군 감곡면 문촌리 1188,37.12033811,127.6967931,니트단지내 리플래시 하우스 앞,감곡119안전센터,Y,Y,2019,1.0,3.8,100,음성소방서,043-880-0212,,,,
5947,음성-감곡-지상-13호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 오갑길192번길 28 ,충청북도 음성군 감곡면 문촌리 1183,37.12088111,127.6959331,니트단지내 리플래시기술 아래,감곡119안전센터,Y,Y,2019,1.0,3,100,음성소방서,043-880-0212,,,,
5948,음성-감곡-지상-35호,지상식,충청북도,음성군,43770,충청북도 음성군 음성로 2358,충청북도 음성군 감곡면 주천리 74-1,37.08985311,127.6278661,감곡면 주천리 74-1 물레방아 휴게소 앞,감곡119안전센터,Y,Y,2018,1.0,3.5,100,음성소방서,043-880-0212,,,,
5949,음성-감곡-지상-33호,지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 음성로 2142,충청북도 음성군 감곡면 원당리 159-1,37.07435411,127.6155911,감곡면 원당리 원당초등학교 앞,감곡119안전센터,Y,Y,2015,1.0,5,100,음성소방서,043-880-0212,,,,
5950,음성-감곡-지상-40호(공),지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 원당길 116,충청북도 음성군 감곡면 원당리 435-1,37.07897811,127.6082111,원당2리 마을회관),감곡119안전센터,Y,Y,1900,1.0,4,100,음성소방서,043-880-0212,,,,
5951,음성-감곡-지상-41호(공),지상식,충청북도,음성군,43770,충청북도 음성군 감곡면 음성로 2121번길 46,충청북도 음성군 감곡면 원당리 539,37.07530811,127.6107521,감곡면 음성로 2121번길 46 정자 앞,감곡119안전센터,Y,Y,1900,1.0,3.3,100,음성소방서,043-880-0212,,,,
5952,음성-생극-지상-42호,지상식,충청북도,음성군,43770,충청북도 음성군 생극면 팔성길 81-1,충청북도 음성군 생극면 팔성리 99,37.04652511,127.5944711,팔성 문화회관 앞,감곡119안전센터,Y,Y,1900,1.0,4.2,100,음성소방서,043-880-0212,,,,
5953,음성-삼성-지상-58호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕정로65번길 11-1,충청북도 음성군 삼성면 덕정리 519-1,37.021192868878,127.49884380171,명지아파트 앞,삼성119안전센터,Y,Y,2024,1.0,3.5,75,음성소방서,043-880-0212,,,,
5954,음성-삼성-지상-20호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 하이텍산단로 81,충청북도 음성군 삼성면 상곡리 770-3,37.00928925406,127.46713037579,일삼 건너편 / 삼성 하이텍산업단지 한빛화학 정문 북쪽 100m,삼성119안전센터,Y,Y,2010,1.0,4,100,음성소방서,043-880-0212,,,,
5955,음성-삼성-지상-25호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 금율로389번길 21,충청북도 음성군 삼성면 능산리 181-4,37.038504876978,127.53847134068,능산초등학교 정문 남쪽 맞은편 20m 앞(전봇대 옆),삼성119안전센터,Y,Y,2015,1.0,3.6,100,음성소방서,043-880-0212,,,,
5956,음성-삼성-지상-40호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕정로65번길 3,충청북도 음성군 삼성면 덕정리 515-3,37.020047534531,127.49853992965,용미용실 옆 주차장 입구 우측,삼성119안전센터,N,Y,1900,1.0,3.4,100,음성소방서,043-880-0212,,,,
5957,음성-삼성-지상-9호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕정로 79,충청북도 음성군 삼성면 덕정리 551-4,37.02090121,127.5003331,삼성농협 서쪽 10m 롯데델리 베이커리 앞,삼성119안전센터,Y,Y,2003,1.0,3.5,100,음성소방서,043-880-0212,,,,
5958,음성-삼성-지상-33호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕정로122번길 17,충청북도 음성군 삼성면 덕정리 579-1,37.01951332982,127.50500908634,덕정리 579-1번지 주택 좌측편 ,삼성119안전센터,N,Y,1900,1.0,3.7,100,음성소방서,043-880-0212,,,,
5959,음성-삼성-지상-3호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대양로111번길 37-4,충청북도 음성군 삼성면 양덕리 1052-3,37.04113111,127.4891581,양덕1리 마을회관 정자 옆,삼성119안전센터,Y,Y,2000,1.0,3.4,100,음성소방서,043-880-0212,,,,
5960,음성-삼성-지상-61호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 마재길 6,충청북도 음성군 삼성면 용성리 776,37.010850542927,127.48395175214,용성2리 경로당 입구 부근 버스 정류장 옆 / 용성2리 정류장 옆,삼성119안전센터,Y,Y,2024,1.0,8,65,음성소방서,043-880-0212,,,,
5961,음성-삼성-지상-52호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 삼양로 30,충청북도 음성군 삼성면 양덕리 499,37.019064164902,127.48689319879,양덕3리 버스정류장 옆,삼성119안전센터,Y,Y,2024,1.0,5,65,음성소방서,043-880-0212,,,,
5962,음성-삼성-지상-47호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 청용로 207,충청북도 음성군 삼성면 상곡리 355-1,37.010144038165,127.4543927218,(주)에너지뱅크,삼성119안전센터,Y,Y,2023,1.0,4.5,100,음성소방서,043-880-0212,,,,
5963,음성-삼성-지상-45호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대성로 455,충청북도 음성군 삼성면 덕정리 1038-2,37.004621146432,127.4958635434,서림농장 앞,삼성119안전센터,Y,Y,2023,1.0,4.5,100,음성소방서,043-880-0212,,,,
5964,음성-삼성-지상-18호(공),지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대성로 624-2,충청북도 음성군 삼성면 덕정리 523-3,37.019347986553,127.49829375906,삼성시장 내 일미식당 맞은편,삼성119안전센터,N,Y,2008,1.0,5,100,음성소방서,043-880-0212,,,,
5965,음성-삼성-지상-51호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대덕로 72,충청북도 음성군 삼성면 덕정리 산97-1,37.025369474309,127.50941384947,가성이엔지 앞,삼성119안전센터,Y,Y,2024,1.0,6,65,음성소방서,043-880-0212,,,,
5966,음성-삼성-지상-57호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕호로 11 (삼성에스시티),충청북도 음성군 삼성면 덕정리 397-4,37.02175873525,127.50061039452,s-city(다세대 주택) 입구,삼성119안전센터,Y,Y,2024,1.0,4.5,65,음성소방서,043-880-0212,,,,
5967,음성-삼성-지상-54호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 용성로6번길 23,충청북도 음성군 삼성면 용성리 776-2,37.006912386612,127.4812977045,오성프라스틱 맞은편,삼성119안전센터,Y,Y,2024,1.0,5,65,음성소방서,043-880-0212,,,,
5968,음성-삼성-지상-60호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 금일로 1015,충청북도 음성군 삼성면 양덕리 478-7,37.022409679067,127.48737107785,"덕다리마을 비석 인근, 버스정류장 옆",삼성119안전센터,Y,Y,2024,1.0,5,65,음성소방서,043-880-0212,,,,
5969,음성-삼성-지상-53호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대성로547번길 41,충청북도 음성군 삼성면 덕정리 1225-1,37.012335701644,127.49146974888,덕정2교차로 사거리 인근,삼성119안전센터,Y,Y,2024,1.0,3,65,음성소방서,043-880-0212,,,,
5970,음성-삼성-지상-59호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕정로62번길 15-9,충청북도 음성군 삼성면 덕정리 542,37.019169377039,127.4997871383,오K마트 인근,삼성119안전센터,Y,Y,2024,1.0,8,65,음성소방서,043-880-0212,,,,
5971,음성-삼성-지상-6호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 상곡로 55-66,충청북도 음성군 삼성면 상곡리 313-21,37.002209013625,127.45201850543,삼성농공단지 아트박스 정문 우측 옆,삼성119안전센터,Y,Y,1996,1.0,3,100,음성소방서,043-880-0212,,,,
5972,음성-삼성-지상-22호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 하이텍산단로 110,충청북도 음성군 삼성면 용성리 959,37.012224747424,127.46706687889,삼성 하이텍산업단지 Y&T 파워텍 정문 북쪽 10m,삼성119안전센터,Y,Y,2010,1.0,3.2,100,음성소방서,043-880-0212,,,,
5973,음성-삼성-지상-21호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 하이텍산단로 99,충청북도 음성군 삼성면 상곡리 755,37.011002366942,127.46685715089,삼성 하이텍산업단지 (주)윈하이텍 정문 북쪽 10m,삼성119안전센터,Y,Y,2010,1.0,3.5,100,음성소방서,043-880-0212,,,,
5974,음성-삼성-지상-19호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 하이텍산단로 62,충청북도 음성군 삼성면 상곡리 767,37.007497101761,127.46630764548,삼성 하이텍산업단지 ㈜케이피티 정문 남쪽 50m,삼성119안전센터,Y,Y,2010,1.0,3.4,100,음성소방서,043-880-0212,,,,
5975,음성-삼성-지상-24호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대성로547번길 74,충청북도 음성군 삼성면 용성리 76-1,37.009410306617,127.49017846415,한국화장품 정문에서 내리막길쪽으로 35m,삼성119안전센터,Y,Y,2014,1.0,3.4,100,음성소방서,043-880-0212,,,,
5976,음성-삼성-지상-56호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대청로 176,충청북도 음성군 삼성면 청용리 470-18,36.994486040132,127.4644701406,제이에스푸드 앞,삼성119안전센터,Y,Y,2024,1.0,7.5,65,음성소방서,043-880-0212,,,,
5977,음성-삼성-지상-50호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 덕호로 336,충청북도 음성군 삼성면 대야리 22-3,37.042659501499,127.51288889919,삼성중돈 진입 길목 맞은편 도로반사경 아래 위치,삼성119안전센터,Y,Y,2023,1.0,4.4,100,음성소방서,043-880-0212,,,,
5978,음성-삼성-지상-48호,지상식,충청북도,음성군,43770,충청북도 음성군 금왕읍 덕호로 611,충청북도 음성군 삼성면 능산리 665,37.047416485159,127.53696331055,"능산리 63-5, 능산2리 표기석 우측",삼성119안전센터,Y,Y,2023,1.0,4.6,100,음성소방서,043-880-0212,,,,
5979,음성-삼성-지상-28호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 금일로 996,충청북도 음성군 삼성면 양덕리 417-24,37.02169447609,127.4895550245,삼성생활체육공원 입구 140m,삼성119안전센터,Y,Y,2020,1.0,3.4,100,음성소방서,043-880-0212,,,,
5980,음성-삼성-지상-16호(공),지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대성로 614-2,충청북도 음성군 삼성면 덕정리 534-1,37.01839811,127.4985481,삼성시장 내 현대커텐 맞은 편,삼성119안전센터,N,Y,2008,1.0,3.4,100,음성소방서,043-880-0212,,,,
5981,음성-삼성-지상-62호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 금일로 1338,충청북도 음성군 삼성면 대사리 303-1,37.047893852011,127.4752246072,온양터 버스 정류장 인근,삼성119안전센터,Y,Y,2024,1.0,4.5,65,음성소방서,043-880-0212,,,,
5982,음성-삼성-지상-55호,지상식,충청북도,음성군,43770,충청북도 음성군 삼성면 대청로 279,충청북도 음성군 삼성면 청용리 산27-5,36.998182143934,127.47513974736,전산텍스 입구 맞은편,삼성119안전센터,Y,Y,2024,1.0,5,65,음성소방서,043-880-0212,,,,
5983,음성-삼성-지상-11호,지상식,충청북도,음성군,43770, 충청북도 음성군 삼성면 대성로 604-1,충청북도 음성군 삼성면 덕정리 757-2,37.01756821,127.4987891,삼성모터 맞은편 덕정1구마을회관 앞,삼성119안전센터,Y,Y,2005,0.9,5.8,100,음성소방서,043-880-0212,,,,
5984,음성-삼성-지상-10호,지상식,충청북도,음성군,43770, 충청북도 음성군 삼성면 덕정로 42,충청북도 음성군 삼성면 덕정리 526-7,37.01882611,127.4968571,삼성초교 정문 맞은편 동쪽 10m CU편의점 옆,삼성119안전센터,Y,Y,2004,1.0,4.7,100,음성소방서,043-880-0212,,,,
5985,음성-삼성-지상-8호,지상식,충청북도,음성군,43770, 충청북도 음성군 삼성면 덕정로 110,충청북도 음성군 삼성면 덕정리 594-4,37.02037411,127.5045341,도로변 아파트입구 편의점 서쪽 맞은편(비석 옆),삼성119안전센터,Y,Y,2002,1.0,3.6,100,음성소방서,043-880-0212,,,,
5986,음성-삼성-지상-46호,지상식,충청북도,음성군,43770,도로명주소 없음,충청북도 음성군 삼성면 천평리 235-4,36.98991941,127.4999921,삼성농장,삼성119안전센터,Y,Y,2023,1.0,4,100,음성소방서,043-880-0212,,,,
